product_name,product_link-href,img-src,komposisi,komposisi_lain,kalori_total,lemak_total,protein,karbohidrat_total,gula,garam
Biokul Greek Yogurt Strawberry (80g),https://nyemil.com/biokul-greek-yogurt-strawberry-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-Greek-Yogurt-Strawberry-80g_fi.jpg,"Air, Konsentrat Susu, Buttermilk Bubuk, Gula, Buah Stroberi (6%), Krim Susu, Pati Modifikasi, Perisa Sintetik Stroberi, Penstabil (Gelatin Sapl, Nabati), Pengatur Keasaman Asam Laktat, Kultur Yogurt (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium), Pewarna Alami Karmin Cl No. 75470.","Alergen:Konsentrat Susu, Buttermilk Bubuk, Krim Susu",130 kkal,6 g,5 g,13 g,8 g,65 mg
Biokul Greek Yogurt Honey (80g),https://nyemil.com/biokul-greek-yogurt-honey-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-Greek-Yogurt-Honey-80g_fi.jpg,"Yogurt (82.99%) (Mengandung Susu (43.3%), Kultur Bakteri (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium)), Gula, Air, Madu (3.4%), Pati Modifikasi, Penstabil Nabati.","Alergen:Yogurt, Susu",120 kkal,4.5 g,4 g,16 g,8 g,55 mg
Biokul Greek Yogurt Plain (80g),https://nyemil.com/biokul-greek-yogurt-plain-80g/,https://nyemil.com/wp-content/uploads/2023/11/Biokul-Greek-Yogurt-Plain-80g_fi.jpg,"Yogurt (100%) (Mengandung Susu (43.3%), Kultur Bakteri (S. thermophilus, L. bulgaricus, L. acidophilus, Bifidobacterium)).","Alergen:Yogurt, Susu",100 kkal,6 g,5 g,8 g,3 g,60 mg
Heavenly Blush YO! Strawberry (180ml),https://nyemil.com/heavenly-blush-yo-strawberry-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Heavenly-Blush-YO-Strawberry-180ml_fi.jpg,"Air, Yogurt (43.44%), Gúla, Krimer Nabati (mengandung protein susu), Serat Larut (Inulin), Penstabil Nabati, Premiks Vitamin dan Mineral, Puree Stroberi (0.08%), Perisa Sintetik, Bubuk Brokoli (0.06%), Pewarna Alami Karmin CI. 75470, Kultur Yogurt (S. thermophilus dan L. bulgaricus).","Alergen:Yogurt, Protein Susu. Diproduksi menggunakan peralatan yang juga memproses kedelai dan serealia mengandung gluten.",115.2 kkal,2.2 g,2.9 g,21.6 g,15.8 g,93.6 mg
Heavenly Blush YO! Lychee (180ml),https://nyemil.com/heavenly-blush-yo-lychee-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Heavenly-Blush-YO-Lychee-180ml_fi.jpg,"Air, Yogurt (43.44%), Gula, Krimer Nabati, Serat Larut (Inulin), Penstabil Nabati, Premiks Vitamin dan Mineral, Perisa Sintetik, Bubuk Leci (0.08%), Bubuk Bayam (0.06%), Kultur Yogurt (S. thermophilus dan L. bulgaricus).",Alergen:Yogurt. Diproduksi menggunakan peralatan yang juga memproses kedelai dan serealia mengandung gluten.,129.6 kkal,1.4 g,2.9 g,25.9 g,15.8 g,136.8 mg
Heavenly Blush YO! Mango (180ml),https://nyemil.com/heavenly-blush-yo-mango-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Heavenly-Blush-YO-Mango-180ml_fi.jpg,"Air, Yogurt (43.44%), Gula, Krimer Nabati (mengandung protein susu), Serat Larut (Inulin), Penstabil Nabati, Premiks Vitamin dan Mineral, Bubuk Mangga (0.08%), Perisa Sintetik, Bubuk Wortel (0.06%), Pewarna (Beta Karoten (sintetik) CI. 40800 dan Alami Karmin Cl. 75470)), Kultur Yogurt (S. thermophilus dan L. bulgaricus).","Alergen:Yogurt, Protein Susu. Diproduksi menggunakan peralatan yang juga memproses kedelai dan serealia mengandung gluten.",86.4 kkal,2.2 g,2.9 g,21.6 g,15.8 g,100.8 mg
Heavenly Blush YO! Raspberry (180ml),https://nyemil.com/heavenly-blush-yo-raspberry-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Heavenly-Blush-YO-Raspberry-180ml_fi.jpg,"Air, Yogurt (43.44%), Gula, Krimer Nabati, Serat Larut (Inulin), Penstabil Nabati, Premiks Vitamin dan Mineral, Puree Aneka Buah Beri (0.08%), Perisa Sintetik, Bubuk Labu (0.06%), Pewarna Alami Karmin Cl. 75470, Kultur Yogurt (S. thermophilus dan L. bulgaricus).",Alergen:Yogurt. Diproduksi menggunakan peralatan yang juga memproses kedelai dan serealia mengandung gluten.,115.2 kkal,2.2 g,2.9 g,21.6 g,15.8 g,100.8 mg
Heavenly Blush Yoguruto Grapefruit (200ml),https://nyemil.com/heavenly-blush-yoguruto-grapefruit-200ml/,https://nyemil.com/wp-content/uploads/2023/11/Heavenly-Blush-Yoguruto-Grapefruit-200ml_fi.jpg,"Air, Yogurt Skim (mengandung Kultur Bakteri S. thermopilus, L. bulgaricus dan L. casei), Nata de Coco (7%), Gula, Penstabil Nabati, Perisa Sintetik, Garam, Pengatur Keasaman (asam sitrat dan natrium sitrat), Pengawet Natrium Benzoat, Bubuk Jeruk (Grapefruit) 0.17%, Pewarna Alami (Karmin CI. 75470 dan Beta Karoten (sintetik) CI. 40800)), Pemanis Buatan Sukralosa.",Alergen:Yogurt Skim,80 kkal,g,1.6 g,17.6 g,14.4 g,72 mg
KitKat (35g),https://nyemil.com/kitkat-35g/,https://nyemil.com/wp-content/uploads/2023/11/KitKat-35g_fi.jpg,"Cokelat Paduan 73% (Gula, Padatan Susu 19%, Lemak Kakao, Kakao Massa, Lemak & Minyak Nabati, Pengemulsi Nabati (Lesitin Kedelai, PGPR), Perisa Alami Vanita), Wafer 27% (Tepung Terigu, Guia, Minyak Nabati, Sirup Glukosa Bubuk, Kakao Bubuk 0.17%, Penstabil, Garam, Pengemulsi Nabati Lesitin Kedelai).","Alergen:Susu, Terigu. Dapat mengandung kacang tanah dan tree nuts.",185.3 kkal,10.3 g,2.1 g,20.6 g,16.5 g,30.9 mg
Ricola Original (40g),https://nyemil.com/ricola-original-40g/,https://nyemil.com/wp-content/uploads/2023/11/Ricola-Original-40g_fi.jpg,"Pemanis alami isomalt, pewarna karamel I plain, perisa alami herbal, pemanis alami (sorbitol, glikosida steviol), ekstrak mint oil (0.10%), perisa alami mentol.",,160 kkal,0 g,0 g,48 g,0 g,0 mg
Ricola Lemonmint (40g),https://nyemil.com/ricola-lemonmint-40g/,https://nyemil.com/wp-content/uploads/2023/11/Ricola-Lemonmint-40g_fi.jpg,"Pemanis alami isomalt, pengatur keasaman asam sitrat, perisa alami (lemon, ekstrak herbal, mentol), konsentrat wortel (mengandung antioksidan tokoferol), pemanis buatan (sukralosa, acesulfame-K), ekstrak mint (0.05%).",,160 kkal,0 g,0 g,32 g,0 g,0 mg
Ricola Glacier Fresh Mint (40g),https://nyemil.com/ricola-glacier-fresh-mint-40g/,https://nyemil.com/wp-content/uploads/2023/11/Ricola-Glacier-Fresh-Mint-40g_fi.jpg,"Pemanis alami (isomalt, sorbitol), ekstrak mint (0.5%), konsentrat spirulina, ekstrak mint oil (0.2%), perisa alami (mentol, ekstrak herbal), pemanis alami (glikosida steviol), konsentrat wortel.",,160 kkal,0 g,0 g,48 g,0 g,0 mg
Ricola Spearmint (25g),https://nyemil.com/ricola-spearmint-25g/,https://nyemil.com/wp-content/uploads/2023/11/Ricola-Spearmint-25g_fi.jpg,"Penstabil (gom arab), pemanis alami (sorbitol sirup), pewarna alami Klorofil CI. No. 75810, ekstrak mint (0.2%), perisa alami (mentol, ekstrak herbal), ekstrak mint oil (0.12%), pemanis buatan (aspartam, asesulfam-K), minyak trigliserida rantal sedang, ekstrak teh hijau.",,0 kkal,0 g,0 g,0 g,0 g,0 mg
Re.juve Avocacao High (250ml),https://nyemil.com/re-juve-avocacao-high-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Re.juve-Avocacao-High-250ml_fi.jpg,"Susu Rendah Lemak, Alpukat segar, Air RO, Gula Kelapa, Whey Protein Cokelat (mengandung pemanis alami glikosida steviol), Bubuk Kakao","Alergen:Susu Rendah Lemak, Whey Protein Cokelat. Diproduksi menggunakan peralatan yang juga memproses produk berbasis kacang dan oats.",220 kkal,5 g,12 g,30 g,19 g,200 mg
Garuda Kacang Atom Original (17g),https://nyemil.com/garuda-kacang-atom-original-17g/,https://nyemil.com/wp-content/uploads/2023/11/Garuda-Kacang-Atom-Original-17g_fi.jpg,"Pati Tapioka, Kacang Tanah (19.8%), Minyak Nabati (Mengandung Antioksidan TBHQ), Pasta Bawang Putih (17.3%) (Mengandung ekstrak Bawang 64.5%), Garam, Gula, Penguat Rasa Mononatrium Glutamat, Ekstrak Bawang Putih (0.17%), Pemanis Buatan Aspartam.","Alergen:Kacang Tanah. Dapat mengandung Gluten, Telur, Kedelai, dan Susu.",80 kkal,4.5 g,1 g,9 g,2 g,150 mg
Mie Sedaap Ayam Bakar Limau (89g),https://nyemil.com/mie-sedaap-ayam-bakar-limau-89g/,https://nyemil.com/wp-content/uploads/2023/11/Mie-Sedaap-Ayam-Bakar-Limau-89g_fi.jpg,"Tepung terigu, minyak nabati (mengandung antioksidan TBHQ), air, pati tapioka, rempeyek daun jeruk (5.618%), sambal cobek (5.168%) (mengandung penguat rasa (mononatrium glutamat), pengawet (natrium benzoat, kalium sorbat dan natrium metabisulfit), dan antioksidan TBHQ), kecap manis (mengandung kedelai, pewarna alami karamel kelas IIl, penguat rasa (mononatrium glutamat, dinatium inosinat dan guanilat) dan pengawet (natrium benzoat)), gula, garam, penguat rasa (mononatrium glutamat), rempah, bawang bombay, hidrolisat protein nabati (mengandung kedelai, perisa sintetik, bubuk kecap (mengandung kedelai), bawang putih, bubuk lada, perisa alami, pengental nabati, bawang merah, pengatur keasaman, penstabil fostat, pengemulsi lesitin kedelai, antikempal silikon dioksida, ekstrak ragi, vitamin B3, pewarna sintetik Tartazin CI No. 19140.","Alergen:Tepung terigu, kecap manis, kedelai, hidrolisat protein nabati, bubuk kecap. Mungkin mengandung susu, udang dan telur.",400 kkal,14 g,8 g,61 g,6 g,1160 mg
Indomilk Kids Cokelat (115ml),https://nyemil.com/indomilk-kids-cokelat-115ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Kids-Cokelat-115ml_fi.jpg,"Susu rekombinasi (air, susu skim bubuk (4.2%), lemak susu), susu segar (30%), gula, kakao bubuk (0.8%), penstabil nabati, perisa sintetik.","Alergen:Susu rekombinasi, susu skim bubuk, lemak susu, susu segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",80 kkal,2.5 g,3 g,12 g,11 g,40 mg
Ultra Mimi Kids Full Cream (125ml),https://nyemil.com/ultra-mimi-kids-full-cream-125ml/,https://nyemil.com/wp-content/uploads/2023/11/Ultra-Mimi-Kids-Full-Cream-125ml_fi.jpg,Susu Sapi Segar (100%),Alergen:Susu Sapi Segar,70 kkal,3.5 g,4 g,7 g,6 g,60 mg
Ultra Mimi Kids Stroberi (125ml),https://nyemil.com/ultra-mimi-kids-stroberi-125ml/,https://nyemil.com/wp-content/uploads/2023/11/Ultra-Mimi-Kids-Stroberi-125ml_fi.jpg,"Susu Sapi Segar (90%), Susu Skim Bubuk, Sukrosa, Susu Bubuk Full Cream, Penstabil Nabati, Perisa Sintetik Stroberi, Perisa Sintetik Raspberry, Pewarna Alami Karmin (C175470). Tanpa Pengawet.","Alergen:Susu Sapi Segar, Susu Skim Bubuk, Susu Bubuk Full Cream.",90 kkal,2 g,4 g,14 g,13 g,70 mg
Ultra Mimi Kids Cokelat (125ml),https://nyemil.com/ultra-mimi-kids-cokelat-125ml/,https://nyemil.com/wp-content/uploads/2023/11/Ultra-Mimi-Kids-Cokelat-125ml_fi.jpg,"Susu Sapl Segar (90%), Sukrosa, Susu Bubuk Tanpa Lemak, Susu Bubuk Full Cream, Cokelat Bubuk (0.75%), Penstabil Nabati, Perisa Sintetik Cokelat (mengandung Pewarna Alami Karamel Kelas IV. Tanpa Pengawet.","Alergen:Susu Sapi Segar, Susu Bubuk Tanpa Lemak, Susu Bubuk Full Cream.",100 kkal,3 g,4 g,15 g,15 g,60 mg
Vidoran Xmart Milk Cokelat (110ml),https://nyemil.com/vidoran-xmart-milk-cokelat-110ml/,https://nyemil.com/wp-content/uploads/2023/11/Vidoran-Xmart-Milk-Cokelat-110ml_fi.jpg,"Air, Campuran Padatan Susu dan Lemak Nabati (Mengandung Antioksidan Tokoferol Campuran Pekat) (8%), Gula, Kakao Bubuk (0.7%), 4 Mineral, Penstabil Nabati, Perisa Sintetik Masking, Perisa Sintetik Susu, Kolin, 6 Vitamin, Perisa Sintetik Cokelat, Minyak Hati Ikan Kod 0.01%, Inositol, Taurin.",Alergen:Padatan Susu,90 kkal,3 g,3 g,13 g,12 g,50 mg
Ultra Milk Cokelat (125ml),https://nyemil.com/ultra-milk-cokelat-125ml/,https://nyemil.com/wp-content/uploads/2023/11/Ultra-Milk-Cokelat-125ml_fi.jpg,"Susu Sapi Segar (90%), Sukrosa, Susu Bubuk Full Cream, Susu Skim Bubuk, Kakao Bubuk (0.75%), Penstabil Nabati, Perisa Sintetik Cokelat (Mengandung Pewarna Alami Karamel Kelas IV), Garam. Tanpa Pengawet, Tanpa Pemanis Buatan, Tanpa Pewarna Sintetik.","Alergen:Susu Sapi Segar, Susu Bubuk Full Cream, Susu Skim Bubuk.",100 kkal,2.5 g,4 g,15 g,12 g,30 mg
Milku Cokelat Premium (200ml),https://nyemil.com/milku-cokelat-premium-200ml/,https://nyemil.com/wp-content/uploads/2023/11/Milku-Cokelat-Premium-200ml_fi.jpg,"Air, Susu Bubuk (8%), Gula, Susu Skim Bubuk, Kakao Bubuk (0.8%), Penstabil Nabail dan Fosfat, Perisa Sintetik, Pengemulsi Nabati, Pengatur Keasaman","Alergen:Susu Bubuk, Susu Skim Bubuk",160 kkal,4.5 g,6 g,22 g,22 g,105 mg
ABC Kopi Susu (30g),https://nyemil.com/abc-kopi-susu-30g/,https://nyemil.com/wp-content/uploads/2023/11/ABC-Kopi-Susu-30g_fi.jpg,"Gula, Krimer Nabati (mengandung Susu), Kopi Bubuk (16.49 %), Susu Bubuk",Alergen:Susu,130 kkal,2 g,1 g,26 g,20 g,10 mg
Indomilk Italian Coffee Latte (180ml),https://nyemil.com/indomilk-italian-coffee-latte-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Italian-Coffee-Latte-180ml_fi.jpg,"Susu rekombinasi (Air, Susu Skim Bubuk (6.15%), Lemak Susu), Susu Sapi Segar (30%), gula, kopi instan (0.8%), penstabil nabati, perisa sintetik.","Alergen:Susu rekombinasi, Susu Skim Bubuk, Susu Sapi Segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",150 kkal,4 g,5 g,23 g,19 g,80 mg
Indomilk Belgian Choco (180ml),https://nyemil.com/indomilk-belgian-choco-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Belgian-Choco-180ml_fi.jpg,"Susu rekonstitusi (air, susu full cream bubuk (7.6%), susu skim bubuk (2%)), gula, kakao bubuk (0.8%), penstabil nabati, perisa sintetik, perisa alami.","Alergen:Susu rekonstitusi, susu full cream bubuk, susu skim bubuk. Diproduksi menggunakan peralatan yang juga memproses serealia.",150 kkal,4.5 g,5 g,22 g,18 g,95 mg
Indomilk Korean Black Latte (180ml),https://nyemil.com/indomilk-korean-black-latte-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Korean-Black-Latte-180ml_fi.jpg,"Susu rekombinasi (air, susu skim bubuk (3.9%), lemak susu), susu segar (30%), gula, penstabil nabati, perisa sintetik (mengandung pewarna alami karamel 1), kopi bubuk (0.08%), vitamin A dan D3 (mengandung antioksidan di α-tokoferol), vitamin B1, B6, E.","Alergen:Susu rekombinasi, susu skim bubuk, lemak susu, susu segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",120 kkal,4 g,4 g,18 g,15 g,80 mg
Teh Botol Original (250ml),https://nyemil.com/teh-botol-original-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Botol-Original-250ml_fi.jpg,"Air, gula, dan teh melati.",,75 kkal,0 g,0 g,18.8 g,18.8 g,31.3 mg
Teh Kotak Jasmine Tea (300ml),https://nyemil.com/teh-kotak-jasmine-tea-300ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Kotak-Jasmine-Tea-300ml_fi.jpg,"Air, Gula, Teh Melati, Vitamin C.",,105 kkal,0 g,0 g,25.5 g,25.5 g,15 mg
Teh Kotak Jasmine Tea (500ml),https://nyemil.com/teh-kotak-jasmine-tea-500ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Kotak-Jasmine-Tea-500ml_fi.jpg,"Air, Gula, Teh Melati (2.5%), Antioksidan Asam Askorbat, Tanpa Pengawet, Tanpa Pemanis, Tanpa Pewarna Sintetik.",,175 kkal,0 g,0 g,45 g,40 g,12.5 mg
Teh Kotak Less Sugar (300ml),https://nyemil.com/teh-kotak-less-sugar-300ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Kotak-Less-Sugar-300ml_fi.jpg,"Air, Gula, Teh Melati (2.5%), Vitamin C.",,70 kkal,0 g,0 g,18 g,17 g,15 mg
Teh Kotak Lemon (300ml),https://nyemil.com/teh-kotak-lemon-300ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Kotak-Lemon-300ml_fi.jpg,"Air, Gula, Daun Teh (0.25%), Pengatur keasaman (Asam Sitrat, Natrium Sitrat), Perisa Sintetik Lemon, Antioksidan Asam Askorbat. Tanpa Pengawet, Tanpa Pemanis Buatan, Tanpa Pewama Sintetik.",,150 kkal,0 g,0 g,34.5 g,30 g,37.5 mg
Ultra Mimi Kids Vanila (125ml),https://nyemil.com/ultra-mimi-kids-vanila-125ml/,https://nyemil.com/wp-content/uploads/2023/11/Ultra-Mimi-Kids-Vanila-125ml_fi.jpg,"Susu Sapi Segar (90%), Sukrosa, Susu Skim Bubuk, Susu Bubuk Full Cream, Penstabil Nabati, Perisa Sintetik Vanila. Tanpa Pengawet.","Alergen:Susu Sapi Segar, Susu Skim Bubuk, Susu Bubuk Full Cream",90 kkal,3.5 g,3 g,11 g,10 g,75 mg
Indomilk Kids Vanila (115ml),https://nyemil.com/indomilk-kids-vanila-115ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Kids-Vanila-115ml_fi.jpg,"Susu rekombinasi (air, susu skim bubuk (4.85%), lemak susu), susu segar (30%), gula, penstabil nabati, perisa sintetik.","Alergen:Susu rekombinasi, susu skim bubuk, lemak susu, susu segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",80 kkal,2.5 g,3 g,12 g,10 g,45 mg
Indomilk Korean Strawberry (180ml),https://nyemil.com/indomilk-korean-strawberry-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Korean-Strawberry-180ml_fi.jpg,"Susu rekombinasi (air, susu skim bubuk (3,9%), lemak susu), susu segar (30%), gula, penstabil nabati, perisa sintetik, ekstrak stroberi (0,05%), pewarna makanan sintetik (ponceau 4R CI 16255 dan karmoisin CI 14720), vitamin A dan D3 (mengandung antioksidan dl-α tokoferol), vitamin B6, B1, E.","Alergen:Susu rekombinasi, susu skim bubuk, lemak susu, susu segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",140 kkal,4 g,4 g,21 g,18 g,65 mg
Ovaltine Choco Malt (200ml),https://nyemil.com/ovaltine-choco-malt-200ml/,https://nyemil.com/wp-content/uploads/2023/11/Ovaltine-Choco-Malt-200ml_fi.jpg,"Air, Bubuk Ovaltine [(Ekstrak Malt (16,9 %), Gula, Sirup Glukosa, Kakao Bubuk, Whey Bubuk, Minyak Nabati, Magnesium Karbonat, Dikalsium Fosfat, Perisa Sintetik Cokelat, Garam, Vitamin A, Asam Folat), Susu Bubuk, Pengemulsi Nabati, Pengatur Keasaman Natrium Sitrat, Premiks Vitamin, Maltodekstrin, Mangan Sulfat].","Alergen:Bubuk Ovaltine, Ekstrak Malt, Whey Bubuk, Susu Bubuk",150 kkal,3 g,4 g,28 g,21 g,85 mg
Indomilk Korean Pink Blossom (180ml),https://nyemil.com/indomilk-korean-pink-blossom-180ml/,https://nyemil.com/wp-content/uploads/2023/11/Indomilk-Korean-Pink-Blossom-180ml_fi.jpg,"Susu rekombinasi (air, susu skim bubuk (3,9%), lemak susu), susu segar (30%), gula, penstabil nabati, perisa sintetik, pewarna sintetik karmoisin CI 14720, vitamin A dan D3 (mengandung antioksidan dl-α tokoferol), vitamin B1, B6, E.","Alergen:Susu rekombinasi, susu skim bubuk, lemak susu, susu segar. Diproduksi menggunakan peralatan yang juga memproses serealia.",120 kkal,4 g,4 g,17 g,15 g,80 mg
Mujigae Banana Milk (250ml),https://nyemil.com/mujigae-banana-milk-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Mujigae-Banana-Milk-250ml_fi.jpg,"Air, Gula Pasir, Susu Bubuk Full Cream (3.333%), Susu Bubuk Skim (2.083%), Pisang Bubik (1.833%), Garam, Perisa Sintetik Pisang (Mengandung Pewarna Sintetik Tartrazin CI No. 19140) Penstabil Gom Gelan, Perisa Alami.","Alergen:Susu Bubuk Full Cream, Susu Bubuk Skim",130 kkal,2.5 g,3 g,23 g,20 g,180 mg
Mujigae Chocolate Banana Milk (250ml),https://nyemil.com/mujigae-chocolate-banana-milk-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Mujigae-Chocolate-Banana-Milk-250ml_fi.jpg,"Air, Guta Pasir, Susu Bubuk Full Cream (3.333%), Susu Bubuk Skim (2.083%), Pisang Bubuk (1.583%), Kakao Bubuk (0.417%), Garam, Perisa Sintetik Pisang (Mengandung Pewarna Sintetik Tartrazin CI No. 19140), Penstabil, Pengawet Kalium Sorbat, Pewarna Sintetis Tartrazin Cl No. 19140.","Alergen:Susu Bubuk Full Cream, Susu Bubuk Skim, Pisang Bubuk, Kakao Bubuk",130 kkal,2.5 g,3 g,22 g,18 g,160 mg
Mujigae Strawberry Banana Milk (250ml),https://nyemil.com/mujigae-strawberry-banana-milk-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Mujigae-Strawberry-Banana-Milk-250ml_fi.jpg,"Air, Gula Halus, Susu Bubuk Full Cream (3.34%), Susu Skim Bubuk (2.08%), Stroberi bubuk (1.05%), Pisang Bubuk (0.6%), Garam Halus, Perisa Sintetik Pisang, Penstabil Gom Gelan.","Alergen:Susu Bubuk Full Cream, Susu Skim Bubuk, Pisang Bubuk",160 kkal,2.5 g,4 g,31 g,24 g,190 mg
Teh Pucuk Harum Less Sugar (500ml),https://nyemil.com/teh-pucuk-harum-less-sugar-500ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Pucuk-Harum-Less-Sugar-500ml_fi.jpg,"Air, Gula, Teh Melati (Daun Teh + Bunga Melati) (0,5%), Perisa Sintetik Bunga Melati, Penstabil. Tanpa Pengawet.",,93.8 kkal,0 g,0 g,25 g,25 g,20.8 mg
Teh Pucuk Harum (500ml),https://nyemil.com/teh-pucuk-harum-500ml/,https://nyemil.com/wp-content/uploads/2023/11/Teh-Pucuk-Harum-500ml_fi.jpg,"Air, Gula, Teh Melati (Daun Pucuk Teh (90%) + Bunga Melati (10%)), Perisa Sintetik Bunga Melati, Penstabil. Tanpa Pemanis Buatan, Tanpa Pengawet, dan Tanpa Pewarna Sintetik.",,145.8 kkal,0 g,0 g,37.5 g,37.5 g,20.8 mg
Diamond Milk Rasa Madu (125 ml),https://nyemil.com/diamond-milk-rasa-madu-125-ml/,https://nyemil.com/wp-content/uploads/2023/11/Diamond-Milk-Rasa-Madu-125-ml_fi.jpg,"Air, Susu Sapi Segar (26%), Gula, Susu Bubuk Full Cream (5,1%), Susu Skim Bubuk (0,7%), Madu (0,5%), Penstabil Nabati, Perisa Sintetik, Garam, Premiks Vitamin.","Alergen:Susu Sapi Segar, Susu Bubuk Full Cream, Susu Skim Bubuk",100 kkal,2.5 g,3 g,16 g,13 g,50 mg
Hilo Chocolate Avocado (200ml),https://nyemil.com/hilo-chocolate-avocado-200ml/,https://nyemil.com/wp-content/uploads/2023/11/Hilo-Chocolate-Avocado-200ml_fi.jpg,"Air, gula pasir, bubuk whey, krimer nabati, kakao bubuk (1.09%), mineral kalsium karbonat dan trikalsium fosfat, penstabil & pengemulsi nabati, perisa sintetik, premiks vitamin, garam NaCl, alpukat bubuk (0.02%), vitamin D3 (mengandung antioksidan tokoferol).","Alergen:Bubuk whey. Diproduksi menggunakan peralatan yang juga memproses kedelai, serealia mengandung gluten.",90 kkal,1.5 g,1 g,19 g,14 g,70 mg
Cimory Fresh Milk Salted Caramel (250ml),https://nyemil.com/cimory-fresh-milk-salted-caramel-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Cimory-Fresh-Milk-Salted-Caramel-250ml_fi.jpg,"Air, susu sapl segar (20%), gula, susu bubuk full cream, padatan susu, susu skim bubuk, kakao bubuk (1%), penstabil (nabati, natrium sitrat), premiks vitamin, perisa sintetik (karamel (mengandung pewarna alami karamel III), cokelat (mengandung pewarna alami karamel 1)), salted caramel (0.02%).","Alergen:Susu sapl segar, susu bubuk full cream, padatan susu, susu skim bubuk",220 kkal,5 g,8 g,32 g,24 g,120 mg
Cimory Fresh Milk Marie Biscuits (250ml),https://nyemil.com/cimory-fresh-milk-marie-biscuits-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Cimory-Fresh-Milk-Marie-Biscuits-250ml_fi.jpg,"Air, susu sapl segar (20%), susu bubuk full cream, gula, padatan susu, susu skim bubuk, penstabil (nabati, natrium sitrat), remahan biskuit marie 0.1% (mengandung telur), premiks vitamin, perisa sintetik biskuit.","Alergen:Susu sapl segar, susu bubuk full cream, padatan susu, susu skim bubuk",200 kkal,6.3 g,6.3 g,27.5 g,18.8 g,137.5 mg
Cimory Fresh Milk Chocolate Tiramisu (250ml),https://nyemil.com/cimory-fresh-milk-chocolate-tiramisu-250ml/,https://nyemil.com/wp-content/uploads/2023/11/Cimory-Fresh-Milk-Chocolate-Tiramisu-250ml_fi.jpg,"Air, susu sapi segar (20%), gula, susu bubuk full cream, padatan susu, susu skim bubuk, kakao bubuk (1%), penstabil (nabati, natrium sitrat), premiks vitamin, perisa sintetik (tiramisu, cokelat (mengandung pewarna alami karamel I)).","Alergen:Susu sapi segar, susu bubuk full cream, padatan susu, susu skim bubuk",220 kkal,5 g,8 g,32 g,24 g,120 mg
Kapal Api Signature (25g),https://nyemil.com/kapal-api-signature-25g/,https://nyemil.com/wp-content/uploads/2023/11/Kapal-Api-Signature-25g_fi.jpg,"Gula, Kopi Bubuk (30%)",,100 kkal,1 g,1 g,22 g,17 g,0 mg
Kapal Api Grande White Coffee (20g),https://nyemil.com/kapal-api-grande-white-coffee-20g/,https://nyemil.com/wp-content/uploads/2023/11/Kapal-Api-Grande-White-Coffee-20g_fi.jpg,"Kopi: Gula, Krimer Nabati (mengandung susu), Kopi Instan (7.65 %), Susu Skim Bubuk, Perisa Sintetik Moka, Kakao
Bubuk Choco Topping: Kakao Bubuk, Gula Kelapa","Alergen:Susu, Susu Skim Bubuk",90 kkal,2 g,1 g,17 g,12 g,10 mg
Kapal Api Kopi Susu (31g),https://nyemil.com/kapal-api-kopi-susu-31g/,https://nyemil.com/wp-content/uploads/2023/11/Kapal-Api-Kopi-Susu-31g_fi.jpg,"Gula, Krimer Nabati, Kopi Bubuk (15%), Susu Bubuk, Perisa Sintetik Kopi (mengandung antioksidan di-alpha-tokoferol).","Alergen:Krimer Nabati, Susu Bubuk",140 kkal,3.5 g,1 g,26 g,18 g,50 mg
