scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-90,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/white-mocca/1-sachet,ABC,White Mocca,1 sachet (27 g),120_kkal,"2,50g","2,000g","0,000g",0,"1,00g",0,"2,0g","17,00g",20mg,10mg,0,0
1715569705-91,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/selera-pedas-rasa-ayam-pedas-limau/1-bungkus,ABC,Selera Pedas Rasa Ayam Pedas Limau,1 bungkus (85 g),390_kkal,"14,00g","7,000g",0,0,"8,00g",0,"6,0g","4,00g",640mg,0,0,0
1715569705-92,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/mie-instan-selera-pedas-rasa-semur-ayam-pedas/1-bungkus,ABC,Mie Instan Selera Pedas Rasa Semur Ayam Pedas,1 bungkus (70 g),320_kkal,"13,00g","6,000g",0,0,"6,00g",0,"3,0g","3,00g",1340mg,0,0,0
1715569705-93,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/apple-juice/1-pak,ABC,Apple Juice,1 pak  (250 ml),130_kkal,"0,00g",0,0,0,"0,00g",0,0,"19,00g",60mg,0,0,0
1715569705-94,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/exo-chocomalt-coffee/1-porsi,ABC,EXO Chocomalt Coffee,1 porsi (230 ml),170_kkal,"4,50g","4,500g","0,000g",0,"8,00g",0,"2,0g","21,00g",65mg,240mg,0,0
1715569705-95,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/tulus-mix-gula-aren/1-porsi,ABC,Tulus Mix Gula Aren,1 porsi (23 g),90_kkal,"0,00g","0,000g",0,0,"1,00g",0,"2,0g","17,00g",0mg,0,0,0
1715569705-96,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/tamarind-drink/1-gelas,ABC,Tamarind Drink,1 gelas (250 ml),140_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","28,00g",115mg,0mg,0,0
1715569705-97,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/sari-kacang-hijau-dengan-ketan-hitam/1-kotak,ABC,Sari Kacang Hijau Dengan Ketan Hitam,1 kotak (200 ml),130_kkal,"1,50g","1,500g",0,0,"2,00g",0,0,"18,00g",200mg,0,0,0
1715569705-98,https://www.fatsecret.co.id/kalori-gizi/search?q=ABC,https://www.fatsecret.co.id/kalori-gizi/abc/sambal-bawang-pedas/1-porsi,ABC,Sambal Bawang Pedas,1 porsi (8 ml),10_kkal,"0,00g",0,0,0,"0,00g",0,0,"2,00g",180mg,0,0,0
1715569705-99,https://www.fatsecret.co.id/kalori-gizi/search?q=AMH,https://www.fatsecret.co.id/kalori-gizi/amh/jahe-merah/1-porsi,AMH,Jahe Merah,1 sachet (20 g),80_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"20,00g",0mg,0,0,0
1715569705-100,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/n-iso/1-scoop,ANS Performance,N-Iso,1 scoop  (32 g),120_kkal,"0,50g","0,000g","0,000g",0,"25,00g",0,"1,0g","1,00g",95mg,200mg,0,0
1715569705-101,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/n-whey/1-porsi,ANS Performance,N-Whey,1 scoop (31 g),130_kkal,"2,00g","1,000g",0,0,"22,00g",0,"1,0g","2,00g",140mg,250mg,0,0
1715569705-102,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/n-pro/1-scoop,ANS Performance,N-Pro,"1 scoop (36,3 g)",150_kkal,"2,00g","1,000g",0,0,"26,00g",0,0,"2,00g",170mg,0,0,0
1715569705-103,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/diablo-protein/1-scoop,ANS Performance,Diablo Protein,1 scoop (27 g),100_kkal,"1,00g","1,000g","0,000g",0,"20,00g",0,"1,0g","2,00g",130mg,0,0,0
1715569705-104,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/lean-mass/1-porsi,ANS Performance,Lean Mass,1 porsi (66 g),280_kkal,"4,50g","3,500g",0,0,"30,00g",0,"1,0g","6,00g",160mg,235mg,0,0
1715569705-105,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/vegan-fresh/1-scoop,ANS Performance,Vegan Fresh,"1 scoop (29,5 g)",120_kkal,"2,50g","0,500g",0,0,"21,00g",0,"2,0g","0,00g",280mg,0,0,0
1715569705-106,https://www.fatsecret.co.id/kalori-gizi/search?q=ANS Performance,https://www.fatsecret.co.id/kalori-gizi/ans-performance/n-mass/2-scoops,ANS Performance,N-Mass,2 scoops (166 g),650_kkal,"5,00g","3,000g","0,000g",0,"27,00g",0,"1,5g","8,00g",170mg,650mg,0,0
1715569705-107,https://www.fatsecret.co.id/kalori-gizi/search?q=APPLIED NUTRITION,https://www.fatsecret.co.id/kalori-gizi/applied-nutrition/diet-whey-protein/1-serving,APPLIED NUTRITION,Diet Whey Protein,1 serving (25 g),101_kkal,"1,92g","0,460g",0,0,"20,00g",0,0,"0,90g",0,0,0,0
1715569705-108,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/gourmet-popcorn-dark-chocolate/1-serving,ASTRO GOODS,Gourmet Popcorn Dark Chocolate,1 serving (50 g),280_kkal,"17,00g","10,000g",0,0,"2,00g",0,0,"15,00g",10mg,0,0,0
1715569705-109,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/quick-oatmeal-rich-chocolate/1-serving,ASTRO GOODS,Quick Oatmeal Rich Chocolate,1 serving (65 g),295_kkal,"12,00g",0,0,0,"8,00g",0,"12,0g","9,00g",0,0,0,0
1715569705-110,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/natural-sea-salt-ube-chips/1-serving,ASTRO GOODS,Natural Sea Salt Ube Chips,1 serving (20 g),90_kkal,"2,00g",0,0,0,"1,00g",0,0,"3,00g",100mg,0,0,0
1715569705-111,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/tempe-chips-sour-cream/1-porsi,ASTRO GOODS,Tempe Chips Sour Cream,1 porsi (25 g),140_kkal,"8,00g","4,000g",0,0,"4,00g",0,0,"0,00g",270mg,0,0,0
1715569705-112,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/tempe-chips-black-truffle/1-serving,ASTRO GOODS,Tempe Chips Black Truffle,1 serving (25 g),140_kkal,"8,00g","4,000g",0,0,"4,00g",0,0,"0,00g",270mg,0,0,0
1715569705-113,https://www.fatsecret.co.id/kalori-gizi/search?q=ASTRO GOODS,https://www.fatsecret.co.id/kalori-gizi/astro-goods/crispy-brownies-choco-berry/1-takaran-saji,ASTRO GOODS,Crispy Brownies Choco Berry,1 takaran saji (20 g),102_kkal,"5,00g",0,0,0,"1,00g",0,0,"4,00g",0,0,0,0
1715569705-114,https://www.fatsecret.co.id/kalori-gizi/search?q=ASW Foods,https://www.fatsecret.co.id/kalori-gizi/asw-foods/delux-cookies-cream/1-porsi,ASW Foods,Delux Cookies Cream,1 porsi (32 g),160_kkal,"7,00g","3,500g",0,0,"2,00g",0,"1,0g","9,00g",80mg,0,0,0
1715569705-115,https://www.fatsecret.co.id/kalori-gizi/search?q=ASW Foods,https://www.fatsecret.co.id/kalori-gizi/asw-foods/biskuit-marie-susu/5-keping,ASW Foods,Biskuit Marie Susu,5 keping (29 g),130_kkal,"4,00g","2,000g","0,000g",0,"2,00g",0,"1,0g","7,00g",100mg,0,0,0
1715569705-116,https://www.fatsecret.co.id/kalori-gizi/search?q=ASW Foods,https://www.fatsecret.co.id/kalori-gizi/asw-foods/apilo-spot-chocolate-wafer-roll/5-batang,ASW Foods,Apilo Spot Chocolate Wafer Roll,5 batang (25 g),110_kkal,"3,00g","1,500g",0,0,"1,00g",0,"1,0g","10,00g",35mg,0,0,0
1715569705-117,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/detox-shot/1-serving,Acaii Tea,Detox Shot,1 serving,75_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-118,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/anti-flu-shot/1-bottle,Acaii Tea,Anti-Flu Shot,1 bottle (125 ml),70_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-119,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/skinny-lemonade/1-porsi,Acaii Tea,Skinny Lemonade,1 porsi (500 ml),150_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-120,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/teatox-berry/1-serving,Acaii Tea,Teatox Berry,1 serving (500 ml),80_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-121,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/honey-lemon-jelly/1-bottle,Acaii Tea,Honey Lemon Jelly,1 bottle (500 ml),130_kkal,"0,00g","0,000g","0,000g",0,"1,00g",0,"6,0g",0,0,0,0,0
1715569705-122,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/black-lemon/1-porsi,Acaii Tea,Black Lemon,1 porsi (500 ml),100_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-123,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/strawberry-chia-jelly/1-bottle,Acaii Tea,Strawberry Chia Jelly,1 bottle (500 ml),130_kkal,"0,00g",0,0,0,"1,00g",0,"6,0g",0,0,0,0,0
1715569705-124,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/coconut-party/1-bottle,Acaii Tea,Coconut Party,1 bottle (500 ml),280_kkal,"20,00g",0,0,0,"5,00g",0,"4,0g",0,0,0,0,0
1715569705-125,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/morning-shot/1-porsi,Acaii Tea,Morning Shot,1 porsi (125 ml),80_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-126,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/anti-batuk-shot/1-shot,Acaii Tea,Anti-Batuk Shot,1 shot (140 ml),75_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-127,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/super-orange/1-botol,Acaii Tea,Super Orange,1 botol (500 ml),210_kkal,"0,00g",0,0,0,"4,00g",0,0,0,0,0,0,0
1715569705-128,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/beautiful-in-pink/1-serving,Acaii Tea,Beautiful in Pink,1 serving (500 ml),160_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-129,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/bee-c-shot/1-porsi,Acaii Tea,Bee & C Shot,1 porsi (100 ml),80_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-130,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/glow-recipe/1-bottle,Acaii Tea,Glow Recipe,1 bottle (500 ml),100_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-131,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/pink-drink/1-porsi,Acaii Tea,Pink Drink,1 porsi (500 ml),115_kkal,"0,00g",0,0,0,"1,00g",0,0,0,0,0,0,0
1715569705-132,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/acaii-tea/bye-stress/1-bottle,Acaii Tea,Bye Stress,1 bottle (125 ml),100_kkal,"2,00g","0,000g","0,000g",0,"1,00g",0,"0,0g","0,00g",0mg,0mg,0,0
1715569705-133,https://www.fatsecret.co.id/kalori-gizi/search?q=Activia,https://www.fatsecret.co.id/kalori-gizi/activia/yogurt/1-cangkir,Activia,Yogurt,1 cangkir (80 g),80_kkal,"2,50g",0,0,0,"3,00g",0,0,"10,00g",0,0,0,0
1715569705-134,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/sos-korea/1-porsi,Adabi,Sos Korea,1 porsi (40 g),100_kkal,"4,50g","2,000g",0,0,"1,00g",0,0,"9,00g",660mg,0,0,0
1715569705-135,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/ketupat-mini/1-porsi,Adabi,Ketupat Mini,1 porsi (40 g),140_kkal,"0,00g","0,000g","0,000g",0,"3,00g",0,"0,0g","0,00g",0mg,0mg,0,0
1715569705-136,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/perencah-tomyam/1-porsi,Adabi,Perencah Tomyam,1 porsi (20 g),35_kkal,"1,50g",0,0,0,"2,00g",0,0,"2,00g",0mg,0,0,0
1715569705-137,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/bumbu-kari-ayam-dan-daging/1-takaran-saji,Adabi,Bumbu Kari Ayam dan Daging,1 takaran saji  (6 g),20_kkal,"1,00g",0,0,0,"1,00g",0,0,"0,00g",0mg,0,0,0
1715569705-138,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/perencah-nasi-goreng/1-porsi,Adabi,Perencah Nasi Goreng,1 porsi (15 g),35_kkal,"1,00g","0,000g","0,000g",0,"1,00g",0,"0,0g","4,00g",480mg,0mg,0,0
1715569705-139,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/pasta-asam-jawa-tanpa-biji/1sajian,Adabi,Pasta Asam Jawa tanpa Biji,1sajian (20 g),25_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","4,00g",105mg,0mg,0,0
1715569705-140,https://www.fatsecret.co.id/kalori-gizi/search?q=Adabi,https://www.fatsecret.co.id/kalori-gizi/adabi/tom-yam/1-porsi,Adabi,Tom Yam,1 porsi (40 g),35_kkal,"1,50g",0,0,0,"2,00g",0,0,"2,00g",0,0,0,0
1715569705-141,https://www.fatsecret.co.id/kalori-gizi/search?q=AdeS,https://www.fatsecret.co.id/kalori-gizi/ades/mineral-water/1-porsi,AdeS,Mineral Water,1 porsi (250 ml),0_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-142,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/ching-ku/1-kaleng,Adem Sari,Ching Ku,100 ml,40_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,4g","8,00g",0,0,0,0
1715569705-143,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/adem-sari/ching-ku-herbal-tea/1-kaleng,Adem Sari,Ching Ku Herbal Tea,1 kaleng (320 ml),110_kkal,"0,00g",0,0,0,"0,00g",0,0,"25,00g",150mg,0,0,0
1715569705-144,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/herbal-lemon/1-botol,Adem Sari,Herbal Lemon,1 botol (320 ml),110_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"26,00g",130mg,0,0,0
1715569705-145,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/tesona/1-sachet,Adem Sari,Tesona,1 sachet (15 g),60_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"14,00g",0,0,0,0
1715569705-146,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/adem-sari-sparkling/1-gelas,Adem Sari,Adem Sari Sparkling,1 gelas  (320 ml),140_kkal,"0,00g",0,0,0,"0,00g",0,0,"35,00g",32000mg,0,0,0
1715569705-147,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/adem-sari/madu-lemon-tea/1-sajian,Adem Sari,Madu Lemon Tea,1 sajian (175 ml),60_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"15,00g",35mg,0,0,0
1715569705-148,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/ching-ku-(320ml)/1-porsi,Adem Sari,Ching Ku (320ml),1 kaleng (320 ml),110_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","26,00g",125mg,0mg,0,0
1715569705-149,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/herbal-lemon-ching-ku/1-bottle,Adem Sari,Herbal Lemon Ching Ku,1 bottle (175 ml),60_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","14,00g",80mg,0mg,0,0
1715569705-150,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/adem-sari/adem-sari-herbal-lemon/1-porsi,Adem Sari,Adem Sari Herbal Lemon,1 botol (175 ml),60_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","14,00g",65mg,0mg,0,0
1715569705-151,https://www.fatsecret.co.id/kalori-gizi/search?q=Agel,https://www.fatsecret.co.id/kalori-gizi/agel/gingerbon/1-porsi,Agel,Gingerbon,1 porsi (4 g),15_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"3,00g",0mg,0,0,0
1715569705-152,https://www.fatsecret.co.id/kalori-gizi/search?q=Agel,https://www.fatsecret.co.id/kalori-gizi/agel/bontea-green-original/1-porsi,Agel,Bontea Green Original,"1 porsi (2,7 g)",10_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"2,00g",0mg,0,0,0
1715569705-153,https://www.fatsecret.co.id/kalori-gizi/search?q=Agel,https://www.fatsecret.co.id/kalori-gizi/agel/lovy-cookies-coffeeccino/3-buah,Agel,Lovy Cookies Coffeeccino,3 buah (20 g),100_kkal,"5,00g","2,500g",0,0,"1,00g",0,0,"4,00g",50mg,0,0,0
1715569705-154,https://www.fatsecret.co.id/kalori-gizi/search?q=Agel,https://www.fatsecret.co.id/kalori-gizi/agel/lovy-cookies-chocobutter/3-buah,Agel,Lovy Cookies Chocobutter,3 buah (30 g),150_kkal,"8,00g","5,000g","0,000g",0,"2,00g",0,0,"8,00g",70000mg,0,0,0
1715569705-155,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/choconado/100g,Aice,Choconado,100 g,90_kkal,"5,00g","4,000g","0,000g",0,"1,00g",0,"2,0g","6,00g",15mg,0,0,0
1715569705-156,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/obor-strawberry/1-porsi,Aice,Obor Strawberry,1 porsi (65 g),150_kkal,"5,00g",0,0,0,"1,00g",0,0,"11,00g",35mg,0,0,0
1715569705-157,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/obor/1-porsi,Aice,Obor,1 porsi (65 g),140_kkal,"6,00g",0,0,0,"2,00g",0,0,"6,00g",35mg,0,0,0
1715569705-158,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/mochi-peach/1-porsi,Aice,Mochi Peach,1 porsi (45 ml),50_kkal,"1,00g","1,000g","0,000g",0,"1,00g",0,"0,0g","5,00g",10mg,0,0,0
1715569705-159,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/es-krim-durian/1-cangkir,Aice,Es Krim Durian,1 cangkir (85 g),180_kkal,"7,00g",0,0,0,"1,00g",0,0,"17,00g",20mg,0,0,0
1715569705-160,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/double-yolks/100g,Aice,Double Yolks,100 g,90_kkal,"4,00g","3,500g",0,0,"2,00g",0,"1,0g","9,00g",20mg,0,0,0
1715569705-161,https://www.fatsecret.co.id/kalori-gizi/search?q=Acaii Tea,https://www.fatsecret.co.id/kalori-gizi/aice/mochi-milk-tea/1-porsi,Aice,Mochi Milk Tea,1 porsi (45 ml),50_kkal,"1,00g","1,000g","0,000g",0,"1,00g",0,"0,0g","5,00g",10mg,0,0,0
1715569705-162,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/fruit-twister/1-stik,Aice,Fruit Twister,1 stik (60 ml),45_kkal,"1,50g","1,000g","0,000g",0,"0,00g",0,"0,0g","6,00g",5mg,0mg,0,0
1715569705-163,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/chocolate-condensed-milk/100ml,Aice,Chocolate Condensed Milk,100 ml,150_kkal,"6,00g",0,0,0,"2,00g",0,0,"11,00g",0,40mg,0,0
1715569705-164,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/mochi-banana/1-porsi,Aice,Mochi Banana,1 porsi (45 ml),60_kkal,"2,00g","1,500g","0,000g",0,"0,00g",0,"0,0g","4,00g",10mg,0mg,0,0
1715569705-165,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/ice-milk-sandwich/1-porsi,Aice,Ice Milk Sandwich,1 porsi (35 ml),70_kkal,"1,00g",0,0,0,"1,00g",0,0,"9,00g",0mg,0,0,0
1715569705-166,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/dark-cookies/1-porsi,Aice,Dark Cookies,1 porsi (100 ml),160_kkal,"8,00g","6,000g","0,000g",0,"2,00g",0,"0,0g","14,00g",50mg,0mg,0,0
1715569705-167,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/red-bean/1-porsi,Aice,Red Bean,1 sajian (55 ml),40_kkal,"2,00g",0,0,0,"1,00g",0,0,"5,00g",15mg,0,0,0
1715569705-168,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/vanchoco/1-potong,Aice,Vanchoco,1 potong (95 g),140_kkal,"9,00g","6,000g","0,000g",0,"2,00g",0,"1,0g","10,00g",35mg,0,0,0
1715569705-169,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/classic-choco/1-cup,Aice,Classic Choco,1 cup (85 g),170_kkal,"9,00g","6,000g","0,000g",0,"2,00g",0,"1,0g","15,00g",30mg,0mg,0,0
1715569705-170,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/ice-milk-sandwich-red-bean/1-serving,Aice,Ice Milk Sandwich Red Bean,1 serving (70 ml),80_kkal,"2,00g","2,000g","0,000g",0,"1,00g",0,"0,0g","6,00g",10mg,0,0,0
1715569705-171,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/sesame-crispy/1-bungkus,Aice,Sesame Crispy,1 bungkus (55 g),180_kkal,"12,00g",0,0,0,"1,00g",0,0,"11,00g",15mg,0,0,0
1715569705-172,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/choco-boost/1-bungkus,Aice,Choco Boost,1 bungkus (60 g),220_kkal,"16,00g","14,000g","0,000g",0,"2,00g",0,"2,0g","12,00g",30mg,0,0,0
1715569705-173,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/happy-cone-taro/1-bungkus,Aice,Happy Cone Taro,1 bungkus (45 g),90_kkal,"3,00g",0,0,0,"2,00g",0,"2,0g","6,00g",0,0,0,0
1715569705-174,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/es-krim-susu-telur/1-porsi,Aice,Es Krim Susu Telur,1 porsi (65 ml),70_kkal,"2,50g","1,500g","0,000g",0,"1,00g",0,0,"8,00g",20mg,0,0,0
1715569705-175,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/2-in-1-colors/1-sajian,Aice,2 In 1 Colors,1 sajian (35 ml),70_kkal,"3,00g",0,0,0,"1,00g",0,0,"6,00g",10mg,0,0,0
1715569705-176,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/obor-vanila/1-porsi,Aice,Obor Vanila,1 porsi (65 g),210_kkal,"12,00g","0,000g","0,000g",0,"2,00g",0,"0,0g","11,00g",35mg,0mg,0,0
1715569705-177,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/freezy-choco/1-porsi,Aice,Freezy Choco,1 bungkus (49 ml),40_kkal,"2,00g","2,000g",0,0,"1,00g",0,0,"6,00g",10mg,0,0,0
1715569705-178,https://www.fatsecret.co.id/kalori-gizi/search?q=Aice,https://www.fatsecret.co.id/kalori-gizi/aice/2-in-1-avocado-strawberry-sundae/100ml,Aice,2 In 1 Avocado Strawberry Sundae,100 ml,100_kkal,"3,50g","2,500g",0,0,"1,00g",0,"1,0g","10,00g",0,0,0,0
