scrape_order,search_link,product_link,brand,product_name,ukuran_porsi,energi,lemak,lemak_jenuh,lemak_trans,kolestrol,protein,karbohirdat,serat,gula,sodium,kalium,natrium,karbohidrat
1715569705-6572,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/ayam-goreng-belacan/1-porsi,Royco,Ayam Goreng Belacan,1 porsi (5 g),15_kkal,"0,00g","0,000g","0,000g",0,"1,00g",0,"0,0g","1,00g",400mg,1mg,0,0
1715569705-6573,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/nasi-goreng-soto/1-porsi,Royco,Nasi Goreng Soto,"1 porsi (4,25 g)",10_kkal,"0,00g","0,000g",0,0,"0,00g",0,"0,0g","1,00g",420mg,0,0,0
1715569705-6574,https://www.fatsecret.co.id/kalori-gizi/search?q=Royco,https://www.fatsecret.co.id/kalori-gizi/royco/sup-krim-ayam/1-porsi,Royco,Sup Krim Ayam,"1 takaran saji (14,5 g)",60_kkal,"1,50g","0,500g",0,0,"2,00g",0,"1,0g","2,00g",630mg,0,0,0
1715569705-6575,https://www.fatsecret.co.id/kalori-gizi/search?q=Rule 1,https://www.fatsecret.co.id/kalori-gizi/rule-1/bcaas/1-porsi,Rule 1,Bcaas,"1 porsi (7,2 g)",5_kkal,"0,00g",0,0,0,"0,00g",0,0,0,0,0,0,0
1715569705-6576,https://www.fatsecret.co.id/kalori-gizi/search?q=Rule 1,https://www.fatsecret.co.id/kalori-gizi/rule-1/r1-casein/1-scoop,Rule 1,R1 Casein,1 scoop (34 g),120_kkal,"1,00g","0,500g","0,000g",0,"25,00g",0,"1,0g","1,00g",260mg,260mg,0,0
1715569705-6577,https://www.fatsecret.co.id/kalori-gizi/search?q=Rule 1,https://www.fatsecret.co.id/kalori-gizi/rule-1/r1-whey-blend/1-scoop,Rule 1,R1 Whey Blend,1 scoop (34 g),130_kkal,"2,00g","1,000g","0,000g",0,"24,00g",0,"1,0g","2,00g",95mg,260mg,0,0
1715569705-6578,https://www.fatsecret.co.id/kalori-gizi/search?q=Kent Protein,https://www.fatsecret.co.id/kalori-gizi/rule-1/r1-protein/1-scoop,Rule 1,R1 Protein,"1 scoop (30,4 g)",110_kkal,"0,50g","0,000g","0,000g",0,"25,00g",0,"1,0g","0,90g",60mg,270mg,0,0
1715569705-6579,https://www.fatsecret.co.id/kalori-gizi/search?q=Golden Farm,https://www.fatsecret.co.id/kalori-gizi/s-b/golden-curry-hot/1-porsi,S&B ,Golden Curry Hot,1 porsi (18 g),90_kkal,"5,00g","3,000g",0,0,"1,00g",0,0,"2,00g",720mg,0,0,0
1715569705-6580,https://www.fatsecret.co.id/kalori-gizi/search?q=Golden Farm,https://www.fatsecret.co.id/kalori-gizi/s-b/golden-curry-mild/1-porsi,S&B ,Golden Curry Mild,1 porsi (18 g),90_kkal,"5,00g","3,000g","0,000g",0,"1,00g",0,"1,0g","2,00g",800mg,46mg,0,0
1715569705-6581,https://www.fatsecret.co.id/kalori-gizi/search?q=LIGHT MEAL,https://www.fatsecret.co.id/kalori-gizi/sarwendah/supreme-meal/2-sendok,SARWENDAH,Supreme Meal,2 sendok (25 g),130_kkal,"1,00g","1,000g","0,000g",0,"7,00g",0,"3,0g","2,00g",0mg,0mg,0,0
1715569705-6582,https://www.fatsecret.co.id/kalori-gizi/search?q=SARWENDAH,https://www.fatsecret.co.id/kalori-gizi/sarwendah/fiberty/1-porsi,SARWENDAH,Fiberty,1 porsi (15 g),60_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"1,0g","2,00g",0mg,0mg,0,0
1715569705-6583,https://www.fatsecret.co.id/kalori-gizi/search?q=ST DALFOUR,https://www.fatsecret.co.id/kalori-gizi/st-dalfour/strawberry-jam/1-serving,ST DALFOUR,Strawberry Jam,1 serving (20 g),40_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"9,00g",0mg,0,0,0
1715569705-6584,https://www.fatsecret.co.id/kalori-gizi/search?q=Nude Spread,https://www.fatsecret.co.id/kalori-gizi/st-dalfour/black-cherry-fruit-spread/1-porsi,ST DALFOUR,Black Cherry Fruit Spread,1 porsi (20 g),45_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,0,"9,00g",0mg,0,0,0
1715569705-6585,https://www.fatsecret.co.id/kalori-gizi/search?q=ST DALFOUR,https://www.fatsecret.co.id/kalori-gizi/st-dalfour/selai-raspberry/1-porsi,ST DALFOUR,Selai Raspberry,1 porsi (20 g),45_kkal,"0,00g","0,000g",0,0,"0,00g",0,0,"9,00g",0mg,0,0,0
1715569705-6586,https://www.fatsecret.co.id/kalori-gizi/search?q=SUNBAY,https://www.fatsecret.co.id/kalori-gizi/sunbay/evaporated-milk/1-sajian,SUNBAY,Evaporated Milk,1 sajian (20 g),30_kkal,"2,50g","1,000g","0,000g",0,"1,00g",0,0,"1,00g",15mg,0,0,0
1715569705-6587,https://www.fatsecret.co.id/kalori-gizi/search?q=Safari,https://www.fatsecret.co.id/kalori-gizi/safari/meses/1-porsi,Safari,Meses,1 sendok (15 g),70_kkal,"3,50g",0,0,0,"1,00g",0,0,"11,00g",0,0,0,0
1715569705-6588,https://www.fatsecret.co.id/kalori-gizi/search?q=Safari,https://www.fatsecret.co.id/kalori-gizi/safari/cokelat-compound-butir/1-porsi,Safari,Cokelat Compound Butir,1 porsi (15 g),70_kkal,"3,50g",0,0,0,"1,00g",0,0,"11,00g",0,0,0,0
1715569705-6589,https://www.fatsecret.co.id/kalori-gizi/search?q=Safiya,https://www.fatsecret.co.id/kalori-gizi/safiya/muesli/1-porsi,Safiya,Muesli,3 sendok makan (30 g),140_kkal,"5,00g","1,000g",0,0,"4,00g",0,"3,0g","4,00g",0mg,0mg,0,0
1715569705-6590,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/safiya/chia-seed/1-sendok-teh,Safiya,Chia Seed,1 sendok teh (15 g),73_kkal,"4,50g","0,500g","0,000g",0,"2,50g",0,"6,0g","0,00g",3mg,3mg,0,0
1715569705-6591,https://www.fatsecret.co.id/kalori-gizi/search?q=Safiya,https://www.fatsecret.co.id/kalori-gizi/safiya/virgin-coconut-oil/1-sendok-makan,Safiya,Virgin Coconut Oil,1 sendok makan (15 ml),130_kkal,"14,00g","13,000g",0,0,"0,00g",0,"0,0g","0,00g",0mg,0mg,0,0
1715569705-6592,https://www.fatsecret.co.id/kalori-gizi/search?q=Adem Sari,https://www.fatsecret.co.id/kalori-gizi/sahara/sari-kurma/2-sdm,Sahara,Sari Kurma,1 sdm (20 g),63_kkal,"0,00g",0,0,0,"0,22g",0,"0,1g","7,21g",0,0,0,0
1715569705-6593,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakake,https://www.fatsecret.co.id/kalori-gizi/sakake/silken-tofu/1-porsi,Sakake,Silken Tofu,1 porsi (150 g),170_kkal,"8,00g","1,000g",0,0,"16,00g",0,"1,0g","1,00g",200mg,0,0,0
1715569705-6594,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakake,https://www.fatsecret.co.id/kalori-gizi/sakake/silken-egg-tofu/100g,Sakake,Silken Egg Tofu,100 g,130_kkal,"7,00g","2,000g",0,0,"12,00g",0,"3,0g","0,00g",230mg,0,0,0
1715569705-6595,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakake,https://www.fatsecret.co.id/kalori-gizi/sakake/tahu-sutera/100g,Sakake,Tahu Sutera,100 g,110_kkal,"5,00g","1,000g",0,0,"10,00g",0,"1,0g","1,00g",135mg,0,0,0
1715569705-6596,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakura,https://www.fatsecret.co.id/kalori-gizi/sakura/egg-tofu/100g,Sakura,Egg Tofu,100 g,77_kkal,"4,00g","1,000g",0,0,"7,00g",0,"2,0g",0,66mg,0mg,0,0
1715569705-6597,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakura,https://www.fatsecret.co.id/kalori-gizi/sakura/konyaku-jelly-powder/1-bungkus,Sakura,Konyaku Jelly Powder,1 bungkus (10 g),40_kkal,"0,00g","0,000g","0,000g",0,"0,00g",0,"8,0g","0,00g",25mg,0mg,0,0
1715569705-6598,https://www.fatsecret.co.id/kalori-gizi/search?q=Sakura,https://www.fatsecret.co.id/kalori-gizi/sakura/tahu-sutra-silken-tofu/100g,Sakura,Tahu Sutra Silken Tofu,100 g,115_kkal,"8,00g","1,500g",0,0,"9,00g",0,0,0,0,0,0,0
1715569705-6599,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Mie,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-goreng/1-porsi,Sakura,Mie Goreng,1 porsi (60 g),290_kkal,"13,00g","6,000g",0,0,"6,00g",0,"8,0g","2,00g",680mg,0,0,0
1715569705-6600,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Mie,https://www.fatsecret.co.id/kalori-gizi/sakura/mie-goreng-rasa-ayam/1-porsi,Sakura,Mie Goreng Rasa Ayam,1 porsi (65 g),300_kkal,"13,00g","7,000g",0,0,"5,00g",0,"3,0g","5,00g",670mg,0,0,0
1715569705-6601,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/chickeggn-salad/1-porsi,Salad Hut,Chickegg Salad,1 porsi (250 g),329_kkal,"19,00g",0,0,0,"19,00g",0,"5,0g",0,0,0mg,0,0
1715569705-6602,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/swedish-meatball-salad/1-serving,Salad Hut,Swedish Meatball Salad,1 serving,436_kkal,"15,90g",0,0,0,"26,20g",0,0,0,0,0,0,0
1715569705-6603,https://www.fatsecret.co.id/kalori-gizi/search?q=NU Green Tea,https://www.fatsecret.co.id/kalori-gizi/salad-hut/aloha-green/1-porsi,Salad Hut,Aloha Green,1 porsi,297_kkal,"18,00g",0,0,0,"7,00g",0,0,0,0,0,0,0
1715569705-6604,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/korean-bulgogi-beef-salad/1-porsi,Salad Hut,Korean Bulgogi Beef Salad,1 porsi,249_kkal,"3,10g",0,0,0,"18,10g",0,0,0,0,0,0,0
1715569705-6605,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/chickeggn-salad-wrap/1-porsi,Salad Hut,Chickeggn Salad Wrap,1 porsi,542_kkal,"24,00g",0,0,0,"26,00g",0,0,0,0,0,0,0
1715569705-6606,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/kani-salad/1-porsi,Salad Hut,Kani Salad,1 porsi,326_kkal,"19,00g",0,0,0,"13,00g",0,0,0,0,0,0,0
1715569705-6607,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-hut/tuna-wakame-salad/1-porsi,Salad Hut,Tuna Wakame Salad,1 porsi,406_kkal,"25,00g",0,0,0,"20,00g",0,0,0,0,0,0,0
1715569705-6608,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/summer-caesar/1-porsi,Salad Point,Summer Caesar,1 porsi,449_kkal,"37,00g",0,0,0,"17,00g",0,"4,0g","4,00g",465mg,0,0,0
1715569705-6609,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/ketoprak-salad-bowl/1-porsi,Salad Point,Ketoprak Salad Bowl,1 porsi,239_kkal,"12,00g",0,0,0,"11,00g",0,"7,0g","11,00g",197mg,0,0,0
1715569705-6610,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/salad-roll-beef/1-porsi,Salad Point,Salad Roll Beef,1 porsi,177_kkal,"7,00g",0,0,0,"8,00g",0,"7,0g","12,00g",189mg,0,0,0
1715569705-6611,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/salad-roll-fruit/1-serving,Salad Point,Salad Roll Fruit,1 serving,206_kkal,"6,00g",0,0,0,"5,00g",0,"2,0g","7,00g",1mg,0,0,0
1715569705-6612,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/dancing-tuna/1-porsi,Salad Point,Dancing Tuna,1 porsi,348_kkal,"21,00g",0,0,0,"16,00g",0,"6,0g","12,00g",495mg,0,0,0
1715569705-6613,https://www.fatsecret.co.id/kalori-gizi/search?q=Oat Morning ,https://www.fatsecret.co.id/kalori-gizi/salad-point/morning-sandwich/1-serving,Salad Point,Morning Sandwich,1 serving ,368_kkal,"24,00g",0,0,0,"15,00g",0,"3,0g","9,00g",568mg,0,0,0
1715569705-6614,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/afternoon-sandwich-chicken/1-porsi,Salad Point,Afternoon Sandwich Chicken,1 porsi,321_kkal,"20,00g",0,0,0,"13,00g",0,"3,0g","9,00g",538mg,0,0,0
1715569705-6615,https://www.fatsecret.co.id/kalori-gizi/search?q=Oat Morning ,https://www.fatsecret.co.id/kalori-gizi/salad-point/morning-quesadilla/1-porsi,Salad Point,Morning Quesadilla,1 porsi,280_kkal,"19,00g",0,0,0,"15,00g",0,"1,0g","3,00g",247mg,0,0,0
1715569705-6616,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salad-point/sandwich-smile-up/1-serving,Salad Point,Sandwich Smile Up,1 serving,429_kkal,"19,00g",0,0,0,"18,00g",0,"4,0g","7,00g",529mg,0,0,0
1715569705-6617,https://www.fatsecret.co.id/kalori-gizi/search?q=Oh Ma Grain,https://www.fatsecret.co.id/kalori-gizi/saladstop/oh-crab-lah/1-porsi,SaladStop!,Oh Crab Lah!,1 porsi,294_kkal,"7,00g",0,0,0,"15,00g",0,0,0,0,0,0,0
1715569705-6618,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/truffle-wonder-salad/1-porsi,SaladStop!,Truffle Wonder Salad,"1 porsi (16,5 g)",548_kkal,"43,30g",0,0,0,"16,50g",0,0,"15,90g",0,0,0,0
1715569705-6619,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/tuna-san-salad/1-porsi,SaladStop!,Tuna San Salad,1 porsi (200 g),328_kkal,"19,00g",0,0,0,"19,50g",0,"8,8g","14,70g",0,0,0,0
1715569705-6620,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/hail-caesar-salad-with-roasted-chicken/1-porsi,SaladStop!,Hail Caesar Salad with Roasted Chicken,1 porsi (100 g),404_kkal,"19,10g",0,0,0,"23,50g",0,"3,6g",0,981mg,3mg,0,0
1715569705-6621,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/wild-wild-chicken-salad/1-serving,SaladStop!,Wild Wild Chicken Salad,1 serving,381_kkal,"23,00g",0,0,0,"23,00g",0,0,0,0,0,0,0
1715569705-6622,https://www.fatsecret.co.id/kalori-gizi/search?q=Chia-Yo,https://www.fatsecret.co.id/kalori-gizi/saladstop/carrot-chia-cake/1-porsi,SaladStop!,Carrot Chia Cake,1 porsi,219_kkal,"22,00g","3,000g",0,0,"6,50g",0,"1,0g","16,00g",360mg,0,0,0
1715569705-6623,https://www.fatsecret.co.id/kalori-gizi/search?q=Whey To Go,https://www.fatsecret.co.id/kalori-gizi/saladstop/go-galbi/1-porsi,SaladStop!,Go Galbi,1 porsi,320_kkal,"4,00g",0,0,0,"26,00g",0,0,0,0,0,0,0
1715569705-6624,https://www.fatsecret.co.id/kalori-gizi/search?q=Go Milky Go,https://www.fatsecret.co.id/kalori-gizi/saladstop/go-ginza-salad/1-porsi,SaladStop!,Go Ginza Salad,1 porsi,153_kkal,"5,00g",0,0,0,"11,20g",0,0,0,0,0,0,0
1715569705-6625,https://www.fatsecret.co.id/kalori-gizi/search?q=Whey To Go,https://www.fatsecret.co.id/kalori-gizi/saladstop/bibim-go/1-porsi,SaladStop!,Bibim-Go,1 porsi,414_kkal,"18,00g",0,0,0,"36,00g",0,0,0,0,0,0,0
1715569705-6626,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/howdy-salad/1-porsi,SaladStop!,Howdy! Salad,1 porsi,350_kkal,"24,00g",0,0,0,"18,00g",0,0,0,0,0,0,0
1715569705-6627,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/hail-caesar-salad/1-porsi,SaladStop!,Hail Caesar Salad,1 porsi (200 g),271_kkal,"14,90g","7,500g","0,200g",0,"18,50g",0,"3,6g","2,70g",931mg,0,0,0
1715569705-6628,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/saladstop/brisket-ensalada-salad/1-porsi,SaladStop!,Brisket Ensalada Salad,1 porsi,332_kkal,"18,00g",0,0,0,"18,00g",0,0,0,0,0,0,0
1715569705-6629,https://www.fatsecret.co.id/kalori-gizi/search?q=Salam,https://www.fatsecret.co.id/kalori-gizi/salam/naget-ayam/1-porsi,Salam,Naget Ayam,1 potong (50 g),70_kkal,"1,50g","1,500g",0,0,"7,00g",0,"0,0g","0,00g",190mg,0mg,0,0
1715569705-6630,https://www.fatsecret.co.id/kalori-gizi/search?q=Salam,https://www.fatsecret.co.id/kalori-gizi/salam/sosis-bakar/1-sosis,Salam,Sosis Bakar,1 sosis (50 g),80_kkal,"5,00g","3,000g",0,0,"7,00g",0,0,"0,00g",310mg,0,0,0
1715569705-6631,https://www.fatsecret.co.id/kalori-gizi/search?q=Salam,https://www.fatsecret.co.id/kalori-gizi/salam/bakso-daging-sapi/1-serving,Salam,Bakso Daging Sapi,1 serving (50 g),70_kkal,"2,50g","1,000g",0,0,"9,00g",0,0,"0,00g",230mg,0,0,0
1715569705-6632,https://www.fatsecret.co.id/kalori-gizi/search?q=Salam,https://www.fatsecret.co.id/kalori-gizi/salam/nugget/1-porsi,Salam,Nugget,1 porsi (50 g),80_kkal,"1,00g",0,0,0,"7,00g",0,0,"0,00g",200mg,0,0,0
1715569705-6633,https://www.fatsecret.co.id/kalori-gizi/search?q=Kacang Ayam,https://www.fatsecret.co.id/kalori-gizi/salam/sosis-ayam-dan-sapi/1-porsi,Salam,Sosis Ayam dan Sapi,1 porsi (50 g),100_kkal,"5,00g","2,000g",0,0,"6,00g",0,0,"0,00g",420mg,0,0,0
1715569705-6634,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salgado/wild-salmon-salad/1-porsi,Salgado,Wild Salmon Salad,1 porsi,117_kkal,"3,97g",0,0,0,"9,93g",0,0,0,0,0,0,0
1715569705-6635,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salgado/chef-salad/1-porsi,Salgado,Chef Salad,1 porsi,218_kkal,"11,90g",0,0,0,"10,78g",0,0,0,0,0,0,0
1715569705-6636,https://www.fatsecret.co.id/kalori-gizi/search?q=Salad Point,https://www.fatsecret.co.id/kalori-gizi/salgado/tuna-salad/1-porsi,Salgado,Tuna Salad,1 porsi,200_kkal,"7,41g",0,0,0,"19,95g",0,0,0,0,0,0,0
1715569705-6637,https://www.fatsecret.co.id/kalori-gizi/search?q=Sami Raos,https://www.fatsecret.co.id/kalori-gizi/sami-raos/baso-aci-geprek/100g,Sami Raos,Baso Aci Geprek,100 g,368_kkal,"14,97g",0,0,0,"8,12g",0,0,"4,56g",120mg,0,0,0
1715569705-6638,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/samyang-cheese/1-plate,Samyang,Samyang Cheese,1 plate (140 g),550_kkal,"18,00g","9,000g",0,0,"13,00g",0,"1,0g","7,00g",1mg,0,0,0
1715569705-6639,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/curry/1-bungkus,Samyang,Curry,1 bungkus (140 g),550_kkal,"18,00g","9,000g","0,000g",0,"13,00g",0,"4,0g","7,00g",1510mg,300mg,0,0
1715569705-6640,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/hot-chicken-flavor-sauce/1-porsi,Samyang,Hot Chicken Flavor Sauce,1 porsi (6 g),15_kkal,"1,00g","0,000g","0,000g",0,"0,00g",0,"0,0g","2,00g",115mg,0mg,0,0
1715569705-6641,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/buldak-cheese/1-bungkus,Samyang,Buldak Cheese,1 bungkus (140 g),550_kkal,"18,00g","9,000g","0,000g",0,"13,00g",0,"1,0g","7,00g",1440mg,0mg,0,0
1715569705-6642,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/samyang-buldak-mala/1-serving,Samyang,Samyang Buldak Mala,1 serving (135 g),560_kkal,"16,00g","7,000g",0,0,"11,00g",0,0,"10,00g",1490mg,0,0,0
1715569705-6643,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/kimchi-ramen/1-serving,Samyang,Kimchi Ramen,1 serving (80 g),360_kkal,"13,00g","7,000g","0,000g",0,"7,00g",0,"3,0g","4,00g",1460mg,161mg,0,0
1715569705-6644,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/spicy-chicken-noodles/1-bungkus,Samyang,Spicy Chicken Noodles,1 bungkus (140 g),530_kkal,"16,00g","8,000g","0,000g",0,"15,00g",0,"1,0g","7,00g",1280mg,0mg,0,0
1715569705-6645,https://www.fatsecret.co.id/kalori-gizi/search?q=Pop Mie,https://www.fatsecret.co.id/kalori-gizi/samyang/mie-instan/1-bungkus,Samyang,Mie Instan,1 bungkus (140 g),530_kkal,"16,00g","8,000g",0,0,"12,00g",0,0,"7,00g",1280mg,0,0,0
1715569705-6646,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/buldak-cream-carbonara/1-porsi,Samyang,Buldak Cream Carbonara,1 porsi (70 g),300_kkal,"10,00g","5,000g",0,0,"5,00g",0,0,"6,00g",820mg,0,0,0
1715569705-6647,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/hot-chicken-flavor-ramen-2x-spicy/1-porsi,Samyang,Hot Chicken Flavor Ramen 2X Spicy,1 porsi (140 g),545_kkal,"17,00g","8,000g","0,000g",0,"13,00g",0,"1,0g","7,00g",1360mg,0,0,0
1715569705-6648,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/carbonara/1-bungkus,Samyang,Carbonara,1 bungkus (130 g),550_kkal,"20,00g","10,000g","0,000g",0,"8,00g",0,"0,0g","5,00g",0mg,0mg,0,0
1715569705-6649,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/hot-chicken-flavor-ramen/1-porsi,Samyang,Hot Chicken Flavor Ramen,1 porsi (145 g),600_kkal,"20,00g","10,000g",0,0,"10,00g",0,0,"11,00g",1330mg,0,0,0
1715569705-6650,https://www.fatsecret.co.id/kalori-gizi/search?q=LIGHT MEAL,https://www.fatsecret.co.id/kalori-gizi/samyang/buldak-light/1-porsi,Samyang,Buldak Light,1 porsi (110 g),380_kkal,"3,00g","0,500g","0,000g",0,"10,00g",0,"3,0g","5,00g",1270mg,250mg,0,0
1715569705-6651,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/jjajang/1-porsi,Samyang,Jjajang,1 porsi (140 g),590_kkal,"17,00g","9,000g","0,000g",0,"14,00g",0,"4,0g","8,00g",1250mg,0,0,0
1715569705-6652,https://www.fatsecret.co.id/kalori-gizi/search?q=Samyang,https://www.fatsecret.co.id/kalori-gizi/samyang/hot-chicken-flavor-ramen-snack/1-serving,Samyang,Hot Chicken Flavor Ramen Snack,1 serving  (90 g),370_kkal,"6,00g","3,000g",0,0,"8,00g",0,0,"3,00g",800mg,0,0,0
1715569705-6653,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/wholemeal-spaghetti/1-porsi,San Remo,Wholemeal Spaghetti,1 porsi (125 g),452_kkal,"4,90g","1,000g","0,200g",0,"18,80g",0,"15,0g","3,60g",38mg,0,0,0
1715569705-6654,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/macaroni-cheese/1-porsi,San Remo,Macaroni Cheese,1 porsi (30 g),111_kkal,"1,40g","0,700g",0,0,"3,80g",0,0,"2,10g",287mg,0,0,0
1715569705-6655,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/fusillini/1-porsi,San Remo,Fusillini,1 porsi (125 g),456_kkal,"2,50g","0,600g",0,0,"15,00g",0,"3,8g","3,10g",38mg,0,0,0
1715569705-6656,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/bolognese-mushroom-sauce/100g,San Remo,Bolognese & Mushroom Sauce,100 g,61_kkal,"2,90g","0,900g",0,0,"1,70g",0,0,"3,80g",363mg,0,0,0
1715569705-6657,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/elbows/100g,San Remo,Elbows,100 g,366_kkal,"2,00g","1,000g","1,000g",0,"12,50g",0,"3,0g","2,50g",30mg,0,0,0
1715569705-6658,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/penne/100g,San Remo,Penne,100 g,366_kkal,"2,00g","0,500g",0,0,"12,00g",0,"3,0g","2,50g",30mg,0,0,0
1715569705-6659,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/vermicelli/100g,San Remo,Vermicelli,100 g,366_kkal,"2,00g","1,000g","1,000g",0,"12,50g",0,"3,0g","3,10g",30mg,0,0,0
1715569705-6660,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/angel-hair/100g,San Remo,Angel Hair,100 g,366_kkal,"2,00g","0,500g",0,0,"12,00g",0,"3,0g","2,50g",30mg,0,0,0
1715569705-6661,https://www.fatsecret.co.id/kalori-gizi/search?q=San Remo,https://www.fatsecret.co.id/kalori-gizi/san-remo/tomato-basil/1-serving,San Remo,Tomato & Basil,1 serving (125 g),86_kkal,"5,00g","0,600g","0,100g",0,"2,00g",0,"2,9g","6,90g",788mg,0,0,0
